time;replicators;no_par;mean_R_par;mean_length_par;mean_mfe_par;no_templ;mean_R_templ;mean_length_templ;mean_mfe_templ;no_enz0;mean_R_enz0;mean_length_enz0;mean_mfe_enz0;mean_a_enz0;no_enz1;mean_R_enz1;mean_length_enz1;mean_mfe_enz1;mean_a_enz1;no_enz2;mean_R_enz2;mean_length_enz2;mean_mfe_enz2;mean_a_enz2;no_enz3;mean_R_enz3;mean_length_enz3;mean_mfe_enz3;mean_a_enz3;no_enz4;mean_R_enz4;mean_length_enz4;mean_mfe_enz4;mean_a_enz4;no_enz5;mean_R_enz5;mean_length_enz5;mean_mfe_enz5;mean_a_enz5;no_enz6;mean_R_enz6;mean_length_enz6;mean_mfe_enz6;mean_a_enz6;no_Genz0;mean_R_Genz0;mean_length_Genz0;mean_mfe_Genz0;mean_a_Genz0;no_Genz1;mean_R_Genz1;mean_length_Genz1;mean_mfe_Genz1;mean_a_Genz1;no_Genz2;mean_R_Genz2;mean_length_Genz2;mean_mfe_Genz2;mean_a_Genz2;no_Genz3;mean_R_Genz3;mean_length_Genz3;mean_mfe_Genz3;mean_a_Genz3;no_Genz4;mean_R_Genz4;mean_length_Genz4;mean_mfe_Genz4;mean_a_Genz4;no_Genz5;mean_R_Genz5;mean_length_Genz5;mean_mfe_Genz5;mean_a_Genz5;no_Genz6;mean_R_Genz6;mean_length_Genz6;mean_mfe_Genz6;mean_a_Genz6;no_A0;no_A1;no_A2;no_A3;no_A4;no_A5;no_A6;no_A7;no_replications;no_deaths
62000;80533;25399;10.5157;40.5879;-25.361;10582;10.2951;44.6408;-25.6299;5488;10.3908;42.9827;-25.6642;0.777006;5194;10.0389;49.3442;-27.1915;0.833609;8323;10.565;39.5399;-25.3586;0.703588;1846;10.0197;49.7779;-26.1072;0.847746;8054;10.6064;38.8049;-24.4059;0.986074;4807;10.1802;46.6842;-24.9593;0.876536;6995;10.4324;42.023;-26.0626;0.781639;3564;10.0393;49.3704;-25.471;0.4478;16;10.1152;47.9375;-24.7687;0.283333;313;10.2598;45.0703;-25.7502;0.064255;3253;10.0337;49.4725;-25.4693;0.457546;0;0;0;0;0;249;10.0785;48.7028;-25.5349;0.29726;295;10.2498;45.3119;-25.5715;0.407166;35981;40707;3845;0;0;0;0;0;80555185;80555407
63000;79967;24791;10.5092;40.7136;-25.543;10777;10.3049;44.4513;-25.7255;5684;10.4936;41.1012;-25.7477;0.781801;4677;10.0429;49.2476;-27.7081;0.874593;8386;10.5054;40.6015;-25.5199;0.66604;2214;10.0131;49.8808;-26.6052;0.86185;7875;10.57;39.4528;-24.4334;0.961694;5192;10.2138;46.0537;-24.4902;0.886374;6634;10.491;40.9806;-25.5736;0.832959;3358;10.0433;49.2692;-25.6069;0.443868;27;10.0642;48.8889;-25.8778;0.418635;481;10.2666;45.0353;-24.6534;0.0994112;3009;10.0391;49.3466;-25.6283;0.46332;0;0;0;0;0;193;10.0384;49.4145;-25.4528;0.325132;406;10.2784;44.8251;-24.3687;0.366044;35568;40662;3737;0;0;0;0;0;89056257;89057045
63111.2;79448;24214;10.5129;40.6557;-25.4967;10977;10.3133;44.2895;-25.7081;5990;10.4893;41.1559;-25.9589;0.795414;4685;10.0395;49.3159;-27.7138;0.880986;8400;10.5136;40.4456;-25.5776;0.660155;2384;10.0184;49.7781;-26.3939;0.860124;7606;10.5672;39.4971;-24.3958;0.972138;4771;10.1989;46.3175;-24.9243;0.911091;6851;10.5222;40.4221;-25.6393;0.837143;3213;10.0444;49.2549;-25.6457;0.45324;28;10.2404;45.4286;-25.5679;0.357041;415;10.2721;44.9012;-25.0178;0.126136;2895;10.0356;49.4211;-25.6921;0.464093;0;0;0;0;0;216;10.0721;48.7546;-25.425;0.290318;373;10.2608;45.1072;-25.1743;0.386378;35191;40687;3570;0;0;0;0;0;90000001;90001308
64000;80466;25272;10.5284;40.3907;-25.1618;10208;10.3507;43.632;-25.3951;6556;10.5962;39.2576;-25.3016;0.801401;4719;10.0429;49.2566;-27.6379;0.834175;7919;10.5336;40.0725;-25.6112;0.665943;2182;10.0423;49.324;-25.7;0.880125;7357;10.5789;39.2876;-24.4032;0.965052;4711;10.2223;45.8841;-24.5583;0.900051;8066;10.555;39.8588;-25.7138;0.838278;3219;10.0486;49.1985;-25.3535;0.442703;92;10.1126;48.1739;-23.562;0.208777;412;10.2831;44.7646;-24.4806;0.160509;2877;10.0281;49.5746;-25.5503;0.452482;0;0;0;0;0;91;10.0863;48.5165;-23.611;0.346148;261;10.2287;45.7548;-24.9241;0.327654;35480;41510;3476;0;0;0;0;0;7549274;7548256
65000;79389;24288;10.5182;40.5879;-25.2641;9992;10.3424;43.7754;-25.6173;6732;10.6242;38.7626;-25.4133;0.74889;4624;10.0195;49.7139;-27.9186;0.870158;8086;10.5337;40.0924;-25.4091;0.666546;2308;10.0265;49.6438;-25.896;0.885341;7457;10.5896;39.0976;-24.24;0.975205;4637;10.2049;46.223;-24.8852;0.888102;8228;10.6113;38.8542;-25.4849;0.863232;2645;9.99332;50.2749;-26.0136;0.448227;26;10.0255;49.6154;-26.1192;0.371676;428;10.1968;46.3364;-25.6054;0.235449;2426;9.98911;50.3483;-26.1162;0.476478;0;0;0;0;0;155;9.99032;50.3742;-25.4535;0.389761;394;10.1866;46.5025;-25.9997;0.20519;34280;42072;3037;0;0;0;0;0;16079227;16079286
66000;78757;25467;10.5826;39.4644;-24.9206;9588;10.3617;43.4669;-25.7132;6931;10.6817;37.753;-25.3338;0.754776;4798;10.0173;49.773;-27.8339;0.882875;7111;10.5552;39.7261;-25.0753;0.673934;2494;10.0134;49.8945;-25.5999;0.926824;6553;10.6172;38.6678;-23.5974;0.998094;4622;10.1923;46.4697;-25.2581;0.910372;8394;10.6923;37.431;-24.884;0.868645;2497;9.98965;50.3604;-26.0771;0.412362;21;10.0408;49.5238;-21.8333;0.372052;374;10.223;45.8289;-25.5286;0.264439;2303;9.97805;50.5797;-26.2341;0.466384;0;0;0;0;0;86;10.0241;49.814;-23.3733;0.362423;317;10.1839;46.5899;-25.6978;0.172355;35055;40903;2799;0;0;0;0;0;24553899;24554590
67000;75743;25149;10.6173;38.8421;-25.3396;9112;10.3675;43.3757;-25.7518;7110;10.6742;37.8609;-25.6914;0.745873;4263;10.0163;49.7774;-27.9934;0.860839;6787;10.5717;39.4587;-24.6488;0.681052;2340;10.0113;49.9303;-26.2968;0.926437;5981;10.6436;38.1901;-23.3247;1.01868;4188;10.1585;47.0946;-25.8055;0.853178;8080;10.7182;36.9765;-25.0698;0.884079;2581;9.99798;50.21;-25.8942;0.44664;18;10.0223;49.7778;-25.9889;0.392341;187;10.2727;45.2781;-23.7834;0.198637;2327;9.97985;50.5316;-26.0796;0.480149;0;0;0;0;0;180;10.0442;49.3111;-25.0244;0.321955;173;10.1235;47.8613;-24.1104;0.274237;34261;38749;2733;0;0;0;0;0;32965469;32969174
68000;80228;25999;10.6062;39.0626;-25.1484;9249;10.3334;44.0224;-25.7084;7976;10.7422;36.7113;-25.0976;0.709453;4622;10.0017;50.0705;-27.7217;0.853648;7411;10.5611;39.6264;-24.9765;0.70905;2609;10.0062;50.0376;-25.7938;0.951997;6782;10.6418;38.2005;-23.7031;1.01679;3982;10.1929;46.45;-25.177;0.847754;8680;10.7672;36.1661;-24.4995;0.863861;2625;9.98323;50.4587;-26.4189;0.412167;118;9.94158;51.322;-24.8805;0.41247;266;10.3278;43.8609;-24.8383;0.236733;2271;9.97477;50.6169;-26.4316;0.478317;0;0;0;0;0;262;9.96052;50.9122;-26.8298;0.307695;294;10.1926;46.466;-24.8425;0.239267;35248;42062;2918;0;0;0;0;0;41381700;41380920
69000;78692;26134;10.6324;38.6346;-24.9045;10358;10.3586;43.5565;-25.1724;7095;10.6755;37.8898;-24.953;0.754076;4660;9.99825;50.1197;-27.8556;0.823237;6760;10.5381;40.0444;-24.6156;0.693974;2060;10.0084;49.9757;-26.0098;0.895483;5417;10.6098;38.8088;-23.0311;1.02084;4816;10.2139;46.0748;-24.8694;0.854121;8448;10.6593;38.0115;-25.2117;0.807668;2844;9.99347;50.2511;-26.0537;0.421416;38;10.0595;48.9737;-24.6868;0.457208;163;10.1733;46.8589;-24.8282;0.232848;2627;9.98907;50.3247;-26.1796;0.472126;1;11.4916;37;-8.4;0.0611752;98;10.1062;48.1633;-23.4143;0.36243;117;10.2612;45.1538;-24.3966;0.283113;36492;39256;2944;0;0;0;0;0;49759420;49760176
70000;79459;25545;10.6361;38.5477;-25.1463;9625;10.3733;43.2658;-25.487;7382;10.7521;36.5484;-24.998;0.772904;4740;10.0142;49.8074;-27.8221;0.868529;7333;10.5445;39.9216;-24.8634;0.659355;2357;10.0127;49.8825;-26.396;0.873462;6170;10.5949;39.0541;-23.7085;1.04072;4900;10.2095;46.1343;-25.1509;0.915707;8447;10.7203;36.9522;-25.3281;0.846685;2646;10.0006;50.0922;-26.2654;0.42306;29;10.008;50.0345;-23.8828;0.446878;289;10.2943;44.4533;-24.8664;0.299811;2510;9.99777;50.149;-26.2422;0.476907;1;10.0463;50;-17.9;0.526329;123;10.0423;49.252;-26.774;0.42389;322;10.2592;45.1429;-24.7093;0.353565;35170;41329;2960;0;0;0;0;0;58245260;58245249
71000;77002;25556;10.656;38.1963;-24.9067;8964;10.4089;42.6225;-25.5116;7411;10.7698;36.2127;-25.0099;0.767409;4475;9.99496;50.1953;-28.053;0.860489;7046;10.5645;39.5527;-24.9812;0.665034;2219;10.01;49.9621;-26.5765;0.869582;5958;10.6157;38.6677;-23.6848;1.02475;4314;10.1649;47.0039;-25.6437;0.911232;8656;10.7701;36.09;-25.1395;0.815979;2270;9.99705;50.1767;-26.0754;0.40997;22;9.95194;51.0909;-24.6455;0.432342;95;10.1751;46.8632;-25.08;0.295336;2116;9.98702;50.3672;-26.1464;0.477849;0;0;0;0;0;160;10.1123;47.975;-24.9619;0.336979;143;10.0891;48.4895;-24.6818;0.375771;34520;40079;2403;0;0;0;0;0;66716428;66718874
72000;78402;25210;10.5924;39.3529;-24.8391;9164;10.3644;43.4467;-25.4234;7920;10.7536;36.4843;-24.8469;0.733819;4567;9.99302;50.2378;-27.9947;0.856747;6665;10.5263;40.2491;-25.0995;0.692728;2372;9.99491;50.2728;-25.7846;0.869131;6526;10.6092;38.7888;-23.5997;1.02262;4546;10.1667;47.0002;-25.5791;0.871409;8793;10.7575;36.3197;-24.6156;0.837846;2561;10.0027;50.0758;-25.6998;0.415914;50;9.8606;52.88;-28.4;0.40929;121;10.2309;45.7438;-25.6116;0.124041;2371;9.99676;50.1839;-25.6536;0.459673;0;0;0;0;0;91;10.02;49.8132;-24.2538;0.378895;84;10.0917;48.4286;-23.9643;0.210546;34374;41389;2639;0;0;0;0;0;75090890;75091936
73000;78647;25205;10.5736;39.6434;-25.1729;9456;10.3664;43.3991;-25.5563;7132;10.7133;37.1869;-25.2196;0.728074;4656;9.97955;50.5172;-27.8972;0.872366;7343;10.5517;39.7656;-25.3098;0.653599;2223;9.98673;50.4166;-26.2055;0.812331;6829;10.5926;39.0835;-23.881;0.988659;4432;10.1547;47.2347;-25.169;0.891893;8491;10.7444;36.5009;-25.1125;0.846004;2741;9.97616;50.6111;-25.7105;0.456605;22;10.1264;47.7727;-22.6045;0.0929563;151;10.0942;48.3907;-25.4238;0.0610585;2577;9.97322;50.6671;-25.7014;0.462511;0;0;0;0;0;116;9.99419;50.2759;-24.8336;0.453062;153;10.0976;48.3007;-24.2412;0.192545;34661;41106;2880;0;0;0;0;0;83439176;83439977
73776.2;78956;25022;10.6069;39.0329;-25.0895;9065;10.404;42.7268;-25.3488;7578;10.7505;36.5307;-25.2177;0.710944;4449;9.98908;50.3241;-27.7291;0.875121;7644;10.5438;39.8986;-25.5411;0.703511;2366;10.0042;50.0706;-26.0395;0.860961;7047;10.5956;38.9983;-24.3228;1.02031;4690;10.1673;46.955;-25.5093;0.923533;8504;10.7247;36.8294;-25.4356;0.894015;2488;9.97091;50.7078;-25.9416;0.440235;6;9.95136;51.1667;-23.7167;0.190384;102;10.2251;45.8824;-23.9108;0.0699323;2413;9.96881;50.746;-25.9771;0.45881;0;0;0;0;0;73;9.99518;50.3836;-23.8438;0.360379;101;10.1706;46.901;-24.7277;0.282131;34087;42278;2590;1;0;0;0;0;90000001;90000493
74000;79555;24561;10.6057;39.0618;-25.1776;9458;10.3831;43.1088;-25.5704;8026;10.7242;36.9867;-25.4734;0.712396;4732;9.97183;50.6585;-27.9849;0.876967;7506;10.5344;40.0974;-25.3959;0.681253;2439;10.0004;50.1382;-26.1471;0.849804;6595;10.6015;38.9108;-24.0374;1.01156;4785;10.1613;47.0928;-25.3832;0.895089;8608;10.7431;36.5042;-25.2826;0.87693;2743;9.96138;50.8965;-26.2165;0.413594;28;10.0062;50.0714;-24.3964;0.212582;125;10.284;44.816;-24.1544;0.0741331;2569;9.95514;51.0191;-26.2055;0.461836;1;9.85818;53;-24.7;0.427315;111;9.99764;50.2252;-25.9315;0.366465;113;10.2349;45.8142;-23.7752;0.202266;34019;42691;2845;0;0;0;0;0;1868889;1868290
75000;78082;25489;10.5979;39.2074;-25.0633;9049;10.3908;42.9781;-25.5159;7729;10.7555;36.424;-25.4786;0.709546;4367;9.98759;50.3531;-27.7771;0.856725;7141;10.545;39.8682;-25.5944;0.683333;2901;10.0117;49.9135;-26.1131;0.909165;6268;10.5848;39.1884;-24.2598;1.01005;4277;10.2217;45.9546;-24.6025;0.845825;8691;10.7549;36.3002;-25.0964;0.837101;2101;9.95852;50.9567;-26.4218;0.434846;10;9.97486;50.7;-25.12;0.333328;122;10.2411;45.5984;-24.85;0.152217;1900;9.94585;51.2005;-26.4295;0.427025;0;0;0;0;0;127;9.98509;50.4803;-26.1748;0.33553;80;10.1542;47.375;-22.9788;0.243403;34538;41374;2170;0;0;0;0;0;10246822;10247696
76000;77961;26618;10.5751;39.6043;-25.1451;8591;10.3328;44.0365;-25.8829;7876;10.7442;36.6293;-25.3724;0.708174;4378;9.99149;50.2935;-28.0042;0.843384;6970;10.5263;40.2327;-25.5509;0.679925;2918;9.98727;50.3828;-26.8822;0.923389;6373;10.5925;39.0312;-24.4312;1.02582;4046;10.1612;47.1221;-25.0179;0.858666;8159;10.7692;36.0797;-24.6955;0.849947;1954;9.96426;50.8357;-26.4554;0.390366;7;10.0091;50;-25.0857;0.0485908;87;10.2559;45.2529;-26.0793;0.0736975;1814;9.95798;50.9564;-26.4585;0.424791;0;0;0;0;0;124;10.0496;49.1935;-26.3081;0.240539;78;10.2829;44.7308;-25.7513;0.334602;35209;40720;2032;0;0;0;0;0;18616597;18617592
77000;79339;26420;10.5937;39.3115;-25.0342;9012;10.3822;43.1303;-25.9437;7964;10.7748;36.106;-25.1557;0.714717;4753;9.98638;50.3697;-28.0673;0.862712;6872;10.5382;40.0137;-25.1711;0.703299;3225;9.98754;50.3671;-26.7367;0.919558;6568;10.5975;38.9828;-23.8998;0.992546;4258;10.0948;48.3567;-26.0404;0.935266;8259;10.8545;34.6311;-24.2096;0.839598;1959;9.97834;50.5733;-26.1231;0.374342;21;9.98357;50.4762;-24.6524;0.442071;82;10.2141;46.1829;-23.2585;0.107918;1743;9.96227;50.8853;-26.2841;0.440467;0;0;0;0;0;164;10.1165;47.872;-24.8689;0.445227;47;10.2763;44.9787;-22.8383;0.262014;35432;41899;2008;0;0;0;0;0;26988119;26987736
78000;75369;25615;10.6209;38.8435;-25.0822;8745;10.3959;42.9058;-25.5278;8050;10.8039;35.554;-25.1417;0.768886;4059;9.9924;50.2496;-28.0017;0.856911;6540;10.5429;39.9503;-25.1769;0.693876;2570;9.99877;50.1751;-26.6584;0.916739;5782;10.6149;38.6878;-23.9417;1.0427;4107;10.1025;48.1868;-25.6757;0.888814;7966;10.8804;34.1573;-24.206;0.842952;1860;9.99147;50.3194;-25.5128;0.403313;29;10.032;49.4828;-25.1379;0.426993;71;10.2245;46.0704;-22.769;0.0828634;1708;9.98158;50.5105;-25.6485;0.474006;0;0;0;0;0;126;10.0794;48.6429;-23.8429;0.334694;76;10.1524;47.4605;-23.0908;0.237984;34360;39074;1935;0;0;0;0;0;35273655;35277242
79000;77129;25677;10.6028;39.1389;-25.1244;8657;10.3886;43.0066;-25.5401;7715;10.7921;35.7747;-24.9352;0.730114;4570;9.99466;50.2072;-27.9373;0.834202;6682;10.5582;39.6625;-25.0297;0.664539;2964;9.99633;50.2075;-26.7429;0.90853;6467;10.6198;38.5808;-23.9482;1.01176;4364;10.1241;47.8022;-25.5569;0.909408;8097;10.8303;35.0217;-24.5691;0.815982;1880;9.98591;50.4106;-25.7719;0.363304;3;10.0686;49;-23.4333;0.309093;109;10.0273;49.6972;-24.1963;0.137885;1703;9.98323;50.4527;-25.9183;0.442763;0;0;0;0;0;141;9.9605;50.9858;-24.7191;0.379776;36;9.8897;52.3889;-25.525;0.117236;34334;40859;1936;0;0;0;0;0;43609243;43611070
80000;75377;25740;10.6451;38.3627;-24.93;7982;10.3774;43.2506;-25.2712;8643;10.8007;35.5714;-25.1783;0.702344;4304;9.99922;50.1008;-27.7569;0.903722;6107;10.546;39.8901;-25.2615;0.673978;2811;9.98575;50.4173;-26.8184;0.879887;5361;10.6217;38.5691;-23.6766;1.02097;4021;10.0689;48.8515;-25.8205;0.927391;8433;10.8631;34.4386;-24.3664;0.856984;1954;10.004;50.0537;-25.5706;0.274249;40;9.91367;51.875;-27.06;0.360929;57;10.037;49.4386;-25.1035;0.134347;1747;9.99996;50.1299;-25.5567;0.452986;0;0;0;0;0;131;10.0579;49.0305;-25.4328;0.403374;21;9.92288;51.8095;-25.1286;0.323904;33722;39680;1975;0;0;0;0;0;51924548;51928127
81000;76554;26394;10.6223;38.8;-25.1203;8249;10.369;43.3913;-25.5529;8769;10.8191;35.2273;-25.1611;0.710957;4077;9.98426;50.4319;-27.2067;0.898027;6116;10.5409;40.0085;-24.8861;0.701657;2702;9.9874;50.3816;-26.6393;0.859779;5617;10.624;38.5811;-23.115;0.995696;4345;10.0824;48.6055;-25.9918;0.916523;8454;10.8422;34.7801;-24.8165;0.861325;1742;9.98729;50.411;-25.4043;0.408157;15;10.0145;50.0667;-24.04;0.083083;139;9.94151;51.3094;-27.5489;0.0712438;1569;9.99071;50.3429;-25.1706;0.464326;0;0;0;0;0;101;10.0121;49.9208;-26.5139;0.247338;96;9.99061;50.3646;-25.5198;0.319901;34643;40080;1831;0;0;0;0;0;60182583;60184985
82000;78354;27390;10.6034;39.1122;-25.1469;8882;10.3446;43.8301;-25.5589;7455;10.7383;36.6754;-25.101;0.728216;4536;9.98555;50.3757;-28.0622;0.867057;6560;10.5634;39.5623;-25.153;0.710127;3009;10.005;50.0253;-26.1449;0.902975;6328;10.6261;38.4861;-23.6789;1.00517;4665;10.116;47.9509;-25.6358;0.919027;7738;10.7785;35.8597;-25.0994;0.84882;1779;9.96133;50.9028;-26.0618;0.428215;11;9.91939;51.7273;-26.1182;0.438462;57;10.1479;47.4386;-24.5439;0.0536717;1624;9.95115;51.0954;-26.1429;0.464337;0;0;0;0;0;94;10.047;49.3085;-25.0851;0.308118;17;10.0468;49.7059;-23.1235;0.294905;36272;40291;1791;0;0;0;0;0;68505982;68506584
83000;78038;27338;10.6085;39.011;-24.8803;9220;10.3766;43.2225;-25.2083;7082;10.6943;37.4898;-25.0545;0.716737;4554;10.0015;50.0766;-27.2754;0.85419;6712;10.5689;39.4946;-24.8377;0.685664;2622;10.0147;49.8391;-26.3047;0.886599;6672;10.6192;38.6293;-23.6591;0.996383;4193;10.1239;47.797;-25.1279;0.858538;7499;10.7707;36.0172;-25.0139;0.815439;2059;9.97204;50.728;-25.3629;0.407734;33;10.0895;48.8788;-19.997;0.415859;71;10.0703;48.9014;-24.3761;0.156052;1933;9.95976;50.9519;-25.5498;0.445878;0;0;0;0;0;109;10.032;49.5688;-25.1706;0.254419;90;9.94138;51.4222;-25.87;0.175411;36558;39334;2143;3;0;0;0;0;76853742;76854660
84000;79035;28117;10.5691;39.6857;-25.1465;8246;10.37;43.3438;-25.1393;7097;10.7478;36.4689;-25.278;0.718853;4596;10.0011;50.0748;-27.652;0.88435;7403;10.5414;39.9387;-25.5618;0.694027;3091;10.013;49.8648;-26.3651;0.885189;6480;10.6026;38.889;-23.9423;1.0396;4543;10.1407;47.4708;-25.4319;0.902865;7768;10.7367;36.611;-25.1761;0.833234;1532;9.9781;50.5777;-25.6734;0.44614;3;9.90291;52;-28.5;0.177011;154;10.1151;47.8766;-26.0468;0.136895;1479;9.97407;50.6531;-25.6636;0.418079;0;0;0;0;0;56;9.9651;50.8571;-26.6304;0.38497;164;10.0663;48.8049;-26.3659;0.37852;36363;40978;1694;0;0;0;0;0;85255940;85255861
84566;77912;26235;10.551;39.9903;-25.3734;8423;10.3443;43.7838;-25.4905;7166;10.731;36.7868;-25.3432;0.766621;4551;10.0111;49.8653;-27.759;0.927579;7461;10.5243;40.2517;-25.6798;0.72334;3527;10.0245;49.6334;-26.5714;0.889733;6799;10.5863;39.1456;-24.3031;1.04659;4681;10.1346;47.5597;-25.7815;0.890963;7726;10.7545;36.2726;-25.3209;0.819571;1309;9.98061;50.5157;-26.3569;0.491296;6;9.898;52.1667;-26.6167;0.367644;86;10.1209;48.0581;-24.9756;0.174617;1225;9.97288;50.6465;-26.4433;0.393588;0;0;0;0;0;18;10.0439;49.2222;-26.9333;0.340327;42;10.0664;48.7857;-26.4238;0.449478;34658;41911;1343;0;0;0;0;0;90000001;90001045
85000;79359;25848;10.5749;39.5777;-25.1399;8145;10.3774;43.1557;-25.6585;8436;10.7802;35.9149;-25.2551;0.783804;4730;10.0258;49.586;-27.5525;0.913398;7337;10.5426;39.9197;-25.539;0.725831;3759;10.0209;49.7082;-26.4685;0.875348;6728;10.5885;39.1235;-24.2926;1.03811;4506;10.1396;47.4718;-25.6329;0.9038;8532;10.81;35.323;-24.9574;0.863941;1272;9.97356;50.6439;-26.3704;0.467783;4;9.95255;51.25;-23.1;0.371267;76;10.0874;48.4474;-26.3329;0.259624;1195;9.96456;50.8209;-26.3669;0.393659;0;0;0;0;0;58;10.0326;49.5;-25.6879;0.406808;71;10.0125;49.9437;-25.5197;0.420255;33993;44028;1338;0;0;0;0;0;3651349;3649902
86000;78899;26450;10.576;39.533;-25.3249;8584;10.4109;42.5563;-25.565;8086;10.7822;35.8062;-25.5996;0.763431;4578;10.0312;49.4661;-27.7862;0.895752;7266;10.5281;40.17;-25.8234;0.691046;3545;10.0366;49.3783;-26.6932;0.884753;6605;10.5891;39.104;-24.5669;1.03605;4239;10.0963;48.2831;-25.813;0.891657;8342;10.8028;35.4095;-25.1929;0.814134;1181;9.9787;50.5529;-26.3358;0.408119;3;9.6631;57;-29.8;0.427518;72;10.1703;47;-25.1903;0.0477173;1069;9.96793;50.7502;-26.4201;0.449893;1;9.96743;51;-21.2;0.0590766;58;10.0054;50.0172;-25.5621;0.420009;24;10.092;48.3333;-25.1083;0.500299;35034;42661;1204;0;0;0;0;0;12025910;12024923
87000;77375;26570;10.5456;40.1049;-25.4504;7994;10.386;43.0184;-25.7631;8604;10.7827;35.8436;-25.3079;0.752968;4778;10.0262;49.563;-27.9783;0.876576;6283;10.5221;40.3202;-25.4165;0.710925;3659;10.0502;49.1238;-26.2925;0.841032;5840;10.5902;39.1002;-24.1338;1.02356;4236;10.0594;48.9847;-26.3577;0.895639;8186;10.8171;35.1648;-25.0418;0.790473;1146;9.97447;50.6449;-26.1542;0.379375;24;9.95812;50.875;-30.6;0.128252;72;10.1967;46.4722;-24.0778;0.13549;1010;9.95919;50.9188;-26.4068;0.473757;0;0;0;0;0;118;10.0255;49.7712;-24.1051;0.411714;80;10.0527;49.1125;-25.795;0.196921;34564;41586;1225;0;0;0;0;0;20279476;20280013
88000;77212;25993;10.5751;39.5416;-25.6184;7721;10.3913;42.9244;-25.4324;8574;10.8136;35.2526;-25.5309;0.74407;4696;10.036;49.3588;-27.9269;0.895395;7137;10.536;40.0497;-25.2991;0.695401;3769;10.0281;49.5444;-26.5219;0.928569;6050;10.5905;39.1005;-24.0158;1.03583;4263;10.0709;48.7462;-26.4489;0.894142;8280;10.8494;34.603;-24.8326;0.825302;724;9.99298;50.2486;-26.5829;0.356878;13;9.8896;52.3846;-24.5077;0.457972;26;10.3108;44.3077;-22.8038;0.0625821;606;9.97487;50.5908;-26.9033;0.474664;0;0;0;0;0;83;10.063;48.8795;-25.5133;0.304141;6;10.2537;45.6667;-21.2167;0.189768;33714;42769;729;0;0;0;0;0;28522141;28522841
89000;78286;25594;10.5656;39.7372;-25.2659;8546;10.3842;43.0296;-25.5411;8360;10.7846;35.7902;-25.3554;0.705332;4736;10.0493;49.1033;-27.7142;0.90887;7009;10.5193;40.3508;-25.1682;0.735673;3618;10.0502;49.115;-26.4982;0.920924;6455;10.5769;39.3368;-24.0664;1.03961;4907;10.0894;48.3674;-26.5613;0.961229;8177;10.8377;34.863;-24.6142;0.7959;826;9.99149;50.2954;-25.9752;0.333413;8;10.2144;46;-23;0.430187;54;10.1101;48.1852;-22.8389;0.112087;754;9.98078;50.496;-26.1602;0.489372;0;0;0;0;0;67;10.0253;49.6716;-24.5522;0.427008;59;10.0304;49.661;-23.5492;0.202362;34140;43262;884;0;0;0;0;0;36842207;36841833
90000;77005;25499;10.5477;40.0713;-25.3364;7868;10.3675;43.3424;-25.6063;8897;10.8153;35.2363;-25.3477;0.749882;4605;10.0454;49.1802;-27.7163;0.874202;6604;10.4921;40.8566;-25.52;0.701633;3687;10.0627;48.875;-26.0198;0.909612;5800;10.5729;39.431;-24.1533;1.04212;4596;10.085;48.4735;-26.1942;0.897048;8753;10.8558;34.5182;-24.361;0.858568;678;9.94932;51.1342;-26.0745;0.346813;28;9.90444;52;-27.5571;0.402477;15;9.99488;50.2667;-28.02;0.0954562;591;9.94664;51.1861;-25.9778;0.424887;0;0;0;0;0;62;9.98502;50.4516;-25.7565;0.430547;18;9.95221;51.1111;-25.7333;0.380976;33367;42942;696;0;0;0;0;0;45103143;45104050
91000;77662;26253;10.5634;39.7979;-24.9858;7937;10.3863;42.9914;-25.5285;8113;10.8423;34.7317;-25.1697;0.714541;4799;10.0868;48.3567;-27.6838;0.923725;7092;10.5147;40.4468;-25.1968;0.707095;4165;10.0903;48.3186;-26.2514;0.916201;6288;10.5927;39.0698;-23.8131;1.02187;4731;10.0877;48.386;-26.4841;0.950485;8056;10.8614;34.4224;-24.0689;0.862285;224;9.96419;50.8571;-25.4107;0.22404;3;10.1425;47.3333;-25.7667;0.500791;10;10.2981;44.5;-23.35;0.230902;141;9.94024;51.3333;-25.2156;0.400885;0;0;0;0;0;74;9.97752;50.5676;-25.9959;0.456505;4;10.3351;43.75;-24.475;0.55642;34190;43244;228;0;0;0;0;0;53358628;53358878
92000;76611;25863;10.5941;39.2168;-25.03;7560;10.423;42.3226;-25.2582;9033;10.8786;34.1026;-25.0253;0.751593;4689;10.0993;48.1115;-27.5251;0.920516;6121;10.534;40.1139;-24.6808;0.733773;4269;10.1124;47.8838;-26.1647;0.913689;5779;10.6026;38.9206;-23.5425;1.05773;4807;10.1137;47.8868;-26.2206;0.950742;8279;10.8854;34.0221;-23.9773;0.840551;161;10.0769;48.6522;-24.505;0.0730356;0;0;0;0;0;53;10.0525;49.2075;-24.0038;0.153806;127;10.0651;48.8504;-24.8409;0.478003;0;0;0;0;0;37;10.0456;49.3514;-23.6108;0.473783;44;10.0074;50.1136;-23.275;0.166662;33423;42977;211;0;0;0;0;0;61701105;61702406
