time;replicators;no_par;mean_R_par;mean_length_par;mean_mfe_par;no_templ;mean_R_templ;mean_length_templ;mean_mfe_templ;no_enz0;mean_R_enz0;mean_length_enz0;mean_mfe_enz0;mean_a_enz0;no_enz1;mean_R_enz1;mean_length_enz1;mean_mfe_enz1;mean_a_enz1;no_enz2;mean_R_enz2;mean_length_enz2;mean_mfe_enz2;mean_a_enz2;no_enz3;mean_R_enz3;mean_length_enz3;mean_mfe_enz3;mean_a_enz3;no_enz4;mean_R_enz4;mean_length_enz4;mean_mfe_enz4;mean_a_enz4;no_enz5;mean_R_enz5;mean_length_enz5;mean_mfe_enz5;mean_a_enz5;no_enz6;mean_R_enz6;mean_length_enz6;mean_mfe_enz6;mean_a_enz6;no_Genz0;mean_R_Genz0;mean_length_Genz0;mean_mfe_Genz0;mean_a_Genz0;no_Genz1;mean_R_Genz1;mean_length_Genz1;mean_mfe_Genz1;mean_a_Genz1;no_Genz2;mean_R_Genz2;mean_length_Genz2;mean_mfe_Genz2;mean_a_Genz2;no_Genz3;mean_R_Genz3;mean_length_Genz3;mean_mfe_Genz3;mean_a_Genz3;no_Genz4;mean_R_Genz4;mean_length_Genz4;mean_mfe_Genz4;mean_a_Genz4;no_Genz5;mean_R_Genz5;mean_length_Genz5;mean_mfe_Genz5;mean_a_Genz5;no_Genz6;mean_R_Genz6;mean_length_Genz6;mean_mfe_Genz6;mean_a_Genz6;no_A0;no_A1;no_A2;no_A3;no_A4;no_A5;no_A6;no_A7;no_replications;no_deaths
187000;77164;25678;10.5505;40.0026;-25.955;7813;10.438;42.01;-26.3509;8788;10.9119;33.5365;-25.297;0.701907;4835;10.1026;48.0132;-29.5849;0.944918;6757;10.5966;38.9629;-24.9962;0.856379;4303;10.1058;47.9682;-28.0911;0.92695;5888;10.6567;37.8989;-24.2514;1.07206;4612;10.1046;48.0011;-28.2829;0.949579;8340;10.9433;33.0107;-24.3037;0.861959;136;10.0958;48.25;-25.225;0.106157;26;10.0531;49;-27.1808;0.42851;50;10.1556;47.16;-24.12;0.114391;29;10.0354;49.3793;-26.6448;0.396098;0;0;0;0;0;45;10.0989;48.1556;-25.4356;0.485764;14;10.1154;47.7857;-28.5286;0.410721;33491;43523;150;0;0;0;0;0;48697438;48697518
188000;78755;26478;10.5475;40.0528;-25.9092;7915;10.4498;41.8225;-26.1228;9106;10.9325;33.1966;-25.08;0.75854;4694;10.1112;47.8526;-29.2137;0.935425;6771;10.5749;39.3773;-25.0142;0.845271;4145;10.1054;47.9932;-27.5609;0.934158;5783;10.6501;37.9934;-24.4148;1.07615;4648;10.1011;48.0818;-27.888;0.94973;9009;10.9574;32.807;-24.03;0.853705;163;10.1132;47.9509;-24.4712;0.195799;19;10.0479;49.1053;-27.1632;0.390159;48;10.2568;45.1667;-26.4542;0.0899934;72;10.064;48.8611;-24.8167;0.469457;0;0;0;0;0;65;10.1297;47.6923;-23.1262;0.447682;45;10.18;46.6444;-25.9889;0.455698;34393;44156;206;0;0;0;0;0;57066549;57065038
189000;78862;25466;10.5612;39.8337;-25.5328;7462;10.4014;42.7077;-25.9497;9717;10.9502;32.9379;-24.5966;0.68425;4552;10.1013;48.0424;-29.2023;0.914619;6825;10.5921;39.0866;-24.839;0.840423;4256;10.0957;48.1682;-28.016;0.988549;5791;10.6699;37.6562;-24.3478;1.07566;5433;10.1046;48.0144;-28.0057;0.913335;9191;10.9789;32.4561;-23.6716;0.850291;165;10.0974;48.2121;-25.2382;0.231331;3;10.0552;49;-26.1667;0.356624;20;10.0856;48.4;-26.51;0.0476583;46;10.0737;48.7174;-24.6457;0.408168;0;0;0;0;0;100;10.1127;47.9;-25.366;0.463709;4;10.1175;47.75;-28.675;0.47055;32928;45765;169;0;0;0;0;0;65445000;65443382
190000;78150;25478;10.5657;39.7519;-25.7737;7218;10.4699;41.4866;-25.9343;9099;10.9657;32.6748;-24.7832;0.738812;4614;10.0997;48.072;-29.5829;0.909595;6952;10.6023;38.8838;-24.8399;0.787235;4306;10.0929;48.2218;-28.2387;0.93091;5996;10.6819;37.4365;-24.2709;1.07178;4931;10.1056;47.9826;-28.3594;0.93884;9408;11.0008;32.0697;-23.7689;0.843429;138;10.0485;49.1667;-26.4855;0.14336;54;10.0085;49.9074;-28.0537;0.416663;42;10.101;48.2143;-24.2738;0.200329;24;10.0126;49.8333;-26.825;0.447901;0;0;0;0;0;28;10.0654;48.8571;-26.1536;0.485782;10;10.0139;49.9;-25.55;0.363624;32696;45306;148;0;0;0;0;0;73839344;73838438
191000;79445;24910;10.5875;39.3834;-25.8373;7570;10.474;41.4229;-25.9511;9811;10.9909;32.2617;-24.546;0.757267;5020;10.0926;48.2139;-29.8506;0.911524;6635;10.6085;38.7819;-24.8959;0.831918;4365;10.0951;48.1808;-28.2169;0.977175;6198;10.6787;37.4976;-24.3398;1.08097;5179;10.1047;48.0042;-28.4375;0.952745;9474;11.0201;31.8192;-23.2543;0.865372;225;9.98911;50.36;-25.8142;0.147026;6;9.94359;51.1667;-30.45;0.266271;71;10.1964;46.2676;-27.0254;0.126144;142;9.93824;51.3451;-26.3458;0.387901;0;0;0;0;0;62;10.0366;49.4194;-25.0468;0.483371;60;10.1528;47.0667;-28.3017;0.526105;32480;46682;283;0;0;0;0;0;82211312;82209111
191925;78524;25832;10.5419;40.1865;-25.6908;7867;10.4227;42.3276;-26.0695;9240;10.9637;32.7253;-24.6921;0.705566;4696;10.0929;48.2098;-29.5906;0.934407;6551;10.5763;39.3628;-24.977;0.823483;3956;10.086;48.3564;-28.2883;0.937315;5917;10.6652;37.737;-24.4544;1.04837;5001;10.09;48.2959;-28.212;0.981366;9176;10.9889;32.3068;-23.549;0.84402;221;10.038;49.3801;-26.0018;0.108225;10;10.044;49.2;-26.86;0.351047;77;10.1332;47.5065;-27.4;0.0647728;118;10.0459;49.2119;-25.0534;0.439874;0;0;0;0;0;83;9.99381;50.253;-26.541;0.457873;67;10.1075;47.9851;-26.7343;0.419468;33699;44537;288;0;0;0;0;0;90000001;89998721
192000;79079;25718;10.5466;40.1115;-25.5492;7870;10.4162;42.4457;-26.1837;9239;10.9702;32.6226;-24.6173;0.700777;5111;10.0923;48.2201;-29.6183;0.9388;6785;10.5767;39.3581;-24.8082;0.809829;4046;10.0862;48.349;-28.4578;0.941851;6168;10.6614;37.8157;-24.2912;1.0522;5072;10.0921;48.2557;-28.2226;0.986795;8842;10.9977;32.1617;-23.4792;0.857349;158;10.0205;49.7025;-26.5177;0.168054;7;10.0263;49.5714;-26.3714;0.44825;66;10.116;47.8182;-28.0167;0.0618125;77;10.0275;49.5714;-25.7195;0.407469;0;0;0;0;0;75;10.0073;49.9467;-26.5787;0.482523;73;10.0877;48.3699;-27.0534;0.383056;33588;45263;228;0;0;0;0;0;622347;621792
193000;78520;24690;10.5691;39.6814;-25.7329;7575;10.4273;42.2776;-25.8823;9138;10.9574;32.82;-24.7494;0.745333;4750;10.0732;48.5926;-29.9197;0.873433;7321;10.5887;39.1328;-25.1927;0.809564;4223;10.077;48.533;-28.5206;0.906672;6723;10.6735;37.5707;-24.8573;1.0312;4507;10.075;48.5893;-28.57;0.944105;9380;10.9754;32.5433;-23.7135;0.835725;169;10.0123;49.929;-26.6521;0.129497;15;10.0979;48.1333;-27.6467;0.3779;59;10.1223;47.9322;-25.5797;0.0737522;116;9.97816;50.5259;-26.9284;0.383311;0;0;0;0;0;21;10.0153;49.8095;-26.6524;0.317832;46;10.0745;48.6739;-26.4674;0.338476;32265;46042;213;0;0;0;0;0;9028643;9028647
194000;79432;26403;10.5713;39.6597;-25.925;6631;10.4264;42.2699;-26.0788;8874;10.9738;32.5371;-24.6251;0.78306;4902;10.077;48.5149;-29.8521;0.880899;7398;10.5827;39.2201;-25.4781;0.798812;4444;10.0746;48.5817;-28.5169;0.956563;6677;10.6578;37.8254;-25.5378;0.983444;4941;10.0767;48.5552;-28.3934;0.902914;9013;11.0083;31.9641;-23.621;0.862272;141;10.0162;49.844;-26.4355;0.185142;20;9.8843;52.4;-30.835;0.466233;27;10.1647;47.1111;-22.6889;0.130219;57;9.99852;50.1404;-26.0281;0.463041;0;0;0;0;0;45;10.0174;49.7778;-27.18;0.356678;8;10.0691;48.75;-26.075;0.260902;33034;46249;149;0;0;0;0;0;17378872;17377964
195000;78674;25664;10.5724;39.6295;-25.8715;7776;10.4252;42.2688;-26.2899;9276;10.9404;33.0986;-24.8076;0.72668;4758;10.0964;48.1421;-29.3773;0.918764;6961;10.5881;39.1082;-25.6425;0.817749;4202;10.0905;48.2763;-28.0076;0.95516;6234;10.6632;37.7329;-25.2712;1.03514;5096;10.0913;48.2747;-28.2865;0.944257;8510;10.9938;32.2112;-23.6524;0.815571;179;10.0263;49.6089;-26.3872;0.178882;41;9.96729;50.7073;-29.6024;0.436262;55;10.1264;47.6545;-25.0855;0.325841;61;9.96415;50.8525;-25.9049;0.346155;0;0;0;0;0;40;10.0519;49.15;-25.315;0.423064;18;10.0444;49.3333;-25.7167;0.141766;33440;45037;197;0;0;0;0;0;25729604;25729454
196000;79411;25733;10.5945;39.2249;-25.6707;7636;10.4244;42.2708;-26.2349;9210;10.9367;33.1438;-25.1048;0.737071;5097;10.0883;48.2984;-29.5491;0.904077;6913;10.6015;38.8867;-25.1334;0.806982;4320;10.0958;48.1685;-28.0428;1.00471;6313;10.6594;37.7998;-25.2192;1.01799;4862;10.0841;48.4058;-28.5111;0.948634;9192;10.9853;32.3096;-23.9963;0.842164;115;10.0924;48.3652;-24.7852;0.143626;3;10.0444;49.3333;-23.9333;0.451698;30;10.0339;49.5333;-27.9533;0.258697;48;10.1075;48.0625;-24.2188;0.325833;0;0;0;0;0;54;10.0426;49.3148;-25.1037;0.363302;20;9.89936;52.1;-28.91;0.484593;33369;45907;135;0;0;0;0;0;34123382;34122495
197000;78981;25162;10.584;39.4363;-25.5435;7271;10.4297;42.1913;-25.9229;9676;10.9339;33.2092;-24.6155;0.685926;4833;10.1006;48.0604;-29.2646;0.892216;6899;10.5829;39.2318;-24.9794;0.795933;4513;10.1018;48.0574;-27.7688;0.951014;6225;10.6607;37.8029;-24.7704;1.00055;5334;10.1036;48.0375;-28.1266;0.957885;8998;10.9722;32.5689;-23.5292;0.844718;60;10.0948;48.2833;-24.2433;0.331664;0;0;0;0;0;11;10.1491;47.1818;-25.6364;0.0512625;44;10.0756;48.6591;-24.3614;0.431447;0;0;0;0;0;15;10.0939;48.3333;-23.76;0.437851;10;10.0684;48.8;-25.57;0.54956;32433;46478;70;0;0;0;0;0;42535076;42534619
198000;79147;25307;10.5946;39.237;-25.4043;7536;10.455;41.7448;-25.7659;9178;10.9554;32.8395;-24.7535;0.754513;4642;10.1085;47.9156;-28.8142;0.909508;7408;10.5562;39.6971;-25.3929;0.83708;4267;10.1076;47.9498;-27.635;0.974719;6768;10.6239;38.4391;-25.2551;0.981594;5123;10.1124;47.8729;-27.5636;0.974558;8759;10.9995;32.0936;-23.699;0.877065;127;10.0845;48.5039;-24.7937;0.203718;17;9.96599;50.8235;-27.3765;0.448374;25;10.1233;47.72;-26.536;0.0748944;71;10.0497;49.1831;-25.0549;0.44697;0;0;0;0;0;52;10.0916;48.3654;-24.2731;0.484229;26;10.047;49.2308;-26.35;0.330007;32843;46145;159;0;0;0;0;0;50958209;50957586
199000;79437;25644;10.5706;39.6753;-25.5317;8026;10.454;41.7649;-25.7439;9871;10.9472;32.984;-24.7827;0.732138;4832;10.0938;48.197;-29.0007;0.9005;6717;10.558;39.6515;-25.2505;0.836396;4104;10.0989;48.1131;-27.7462;0.946366;5970;10.6222;38.4735;-25.0196;1.02031;4850;10.1006;48.0981;-27.5604;0.937493;9292;10.9782;32.4603;-23.8397;0.841709;117;10.0507;49.1453;-25.0761;0.193452;1;10.106;48;-25.4;0.0633288;40;10.0425;49.25;-27.3575;0.123386;60;10.0699;48.75;-25.0617;0.456259;0;0;0;0;0;29;10.0629;48.9655;-23.3517;0.406954;15;10.1083;47.9333;-27.4733;0.529465;33670;45636;131;0;0;0;0;0;59331868;59330955
2e+05;78042;25575;10.5912;39.2895;-25.5496;7664;10.4526;41.7869;-25.8171;9234;10.9417;33.0679;-25.0604;0.729843;4776;10.108;47.9248;-28.8322;0.867755;6658;10.5663;39.4893;-25.1496;0.894647;4362;10.103;48.0309;-27.8697;0.937389;6086;10.6172;38.5646;-24.852;1.0591;4797;10.1082;47.9498;-27.7321;0.896483;8702;10.9783;32.4723;-23.7624;0.824244;124;10.1329;47.6371;-24.3782;0.262983;6;9.96961;50.6667;-28.9833;0.439747;87;10.1945;46.2874;-27.3195;0.0566577;37;10.119;47.8919;-23.6135;0.461444;0;0;0;0;0;57;10.1397;47.5263;-23.5614;0.374886;65;10.2022;46.1077;-27.3769;0.531215;33239;44615;188;0;0;0;0;0;67703327;67703809
